PRES (dbar),TEMP (°C),SAL (psu),COND (mS/cm),OXY (µmol/kg),TIME,FLUO (ug/L),TURB (NTU),PH,LAT (°N),LON (°E)
0.505,18.830984754863202,35.41902321488069,47.23263319277198,221.63457965908844,2026-06-25 04:09:33.064611,NaN,NaN,NaN,-34.588367,17.487849
0.8244285714285713,18.828629980881743,35.41902321488069,47.2304086158142,221.6556740752117,2026-06-25 04:09:32.800395,NaN,NaN,NaN,-34.588367,17.487849
0.9936363636363637,18.82879005446012,35.419029814473696,47.230555888212706,221.78153768849307,2026-06-25 04:09:32.723791,NaN,NaN,NaN,-34.588367,17.487849
1.194,18.827476228069326,35.41904886763998,47.228752451924,221.66227771573114,2026-06-25 04:09:32.414781,NaN,NaN,NaN,-34.588367,17.487849
1.3974000000000002,18.828905354079723,35.41910023731648,47.229349458036715,221.65273807928332,2026-06-25 04:09:32.014885,NaN,NaN,NaN,-34.588367,17.487849
1.556,18.829629939787573,35.419128665398226,47.22969322122999,221.64536676205836,2026-06-25 04:09:31.864924,NaN,NaN,NaN,-34.588367,17.487849
1.8595000000000002,18.830075698064498,35.419170916332156,47.22995456928867,221.648244463968,2026-06-25 04:09:31.714963,NaN,NaN,NaN,-34.588367,17.487849
2.0066666666666664,18.83045297789208,35.41921922869008,47.23016397143764,221.64303912022402,2026-06-25 04:09:31.556671,NaN,NaN,NaN,-34.588367,17.487849
2.1712499999999997,18.830453821459347,35.419317569191826,47.23008212335839,221.64614676868084,2026-06-25 04:09:31.302571,NaN,NaN,NaN,-34.588367,17.487849
2.4452499999999997,18.828926196670963,35.41950493715765,47.229159213628385,221.63693722758342,2026-06-25 04:09:30.952662,NaN,NaN,NaN,-34.588367,17.487849
2.608,18.827663755482085,35.419613216373996,47.228210803736125,221.67337806924462,2026-06-25 04:09:30.781873,NaN,NaN,NaN,-34.588367,17.487849
3.0105,18.824432843062663,35.41992608412352,47.2261527112903,221.55766763199907,2026-06-25 04:09:30.381977,NaN,NaN,NaN,-34.588367,17.487849
3.192,18.82386832820848,35.42100718733016,47.2284972382105,221.38412387847902,2026-06-25 04:09:29.375573,NaN,NaN,NaN,-34.588367,17.487849
3.429705882352941,18.825646493792316,35.421927957477074,47.23171306578592,221.6825600000003,2026-06-25 04:09:28.530499,NaN,NaN,NaN,-34.588367,17.487849
3.5919090909090907,18.825688960383363,35.42227214162957,47.2344273374721,221.69818237785447,2026-06-25 04:09:28.217390,NaN,NaN,NaN,-34.588367,17.487849
3.8221,18.82891132072013,35.42258068879657,47.238098529883246,221.69209209520193,2026-06-25 04:09:27.883462,NaN,NaN,NaN,-34.588367,17.487849
3.969666666666667,18.84239227857572,35.424124860762475,47.251812301547375,221.56755346725203,2026-06-25 04:09:26.283046,NaN,NaN,NaN,-34.588367,17.487849
4.1774000000000004,18.842654476273196,35.42424575849167,47.252615846838246,221.56858471921763,2026-06-25 04:09:26.096428,NaN,NaN,NaN,-34.588367,17.487849
4.4295,18.842436368338138,35.424415815640586,47.252738694165664,221.57385179425015,2026-06-25 04:09:25.824832,NaN,NaN,NaN,-34.588367,17.487849
4.630699999999999,18.85225177911259,35.42513113951308,47.26263906847531,221.495926789621,2026-06-25 04:09:24.451856,NaN,NaN,NaN,-34.588367,17.487849
4.79448,18.85505216212967,35.42531836011471,47.2664764973017,221.47331320080116,2026-06-25 04:09:24.070956,NaN,NaN,NaN,-34.588367,17.487849
4.989588235294117,18.856286182722858,35.42552544057473,47.26891055549073,221.4777565257316,2026-06-25 04:09:23.628836,NaN,NaN,NaN,-34.588367,17.487849
5.1922,18.85562623545059,35.42597313290696,47.26975760021931,221.48388089147673,2026-06-25 04:09:22.657324,NaN,NaN,NaN,-34.588367,17.487849
5.4356,18.855035220669823,35.426281422706204,47.27023142574815,221.4915891993053,2026-06-25 04:09:21.827540,NaN,NaN,NaN,-34.588367,17.487849
