PRES (dbar),TEMP (°C),SAL (psu),COND (mS/cm),OXY (µmol/L),TIME,FLUO (ug/L),TURB (NTU),PH,NO3 (µmol/L),LAT (°N),LON (°E)
150.43285714285713,12.487953620689138,35.12010885441274,40.6642171631404,214.31150349319108,2026-06-25 00:07:34.314204,0.6300000000000001,0.22799999999999998,6.149969052970249,11.642734269585812,-34.54227816666667,17.680580166666665
150.56133333333332,12.485770576563866,35.12010885441274,40.662316579312055,214.50391524281605,2026-06-25 00:07:34.349909,0.6300000000000001,0.22799999999999998,6.149970215803225,11.642046419167137,-34.54227816666667,17.680580166666665
150.20633333333333,12.490558170906032,35.12066983508456,40.668150130869144,214.26455589306937,2026-06-25 00:07:34.466545,0.6300000000000001,0.22638383838383647,6.149975086318445,11.558350440454083,-34.54227816666667,17.680580166666665
149.8235,12.498618045070316,35.122262838189535,40.678281870436834,214.40505878064067,2026-06-25 00:07:34.774798,0.6300000000000001,0.22799999999999998,6.149997975134675,11.304420489787265,-34.54227816666667,17.680580166666665
150.00566666666668,12.500006686410229,35.122155434771926,40.6804771267552,214.40034289944163,2026-06-25 00:07:34.799792,0.6300000000000001,0.22799999999999998,6.149998366079306,11.425250022255208,-34.54227816666667,17.680580166666665
149.58480000000003,12.509599671341826,35.1235368641179,40.690357264870535,214.30453632896166,2026-06-25 00:07:35.039729,0.6300000000000001,0.22799999999999998,6.150039761787253,11.492237933129717,-34.54227816666667,17.680580166666665
149.438,12.514218709013573,35.12442247650992,40.69464358418785,214.26288206892252,2026-06-25 00:07:35.199687,0.6300000000000001,0.22799999999999998,6.150055998925019,11.611835588112418,-34.54227816666667,17.680580166666665
149.17333333333332,12.516579356263682,35.12519573541209,40.69642389944608,214.23352775275526,2026-06-25 00:07:35.332986,0.6300000000000001,0.22222222222222013,6.1500693875193395,11.82745897152804,-34.54227816666667,17.680580166666665
149.0675,12.517300982744846,35.12543639082476,40.69692392719668,214.23407111715755,2026-06-25 00:07:35.374642,0.6269999999999992,0.22000000000000003,6.150064924647623,11.829976849083605,-34.54227816666667,17.680580166666665
148.78199999999998,12.519902009586842,35.12649099559239,40.69913287820155,214.36899432098323,2026-06-25 00:07:35.549596,0.6300000000000001,0.22000000000000003,6.15006790006902,11.569839432984516,-34.54227816666667,17.680580166666665
148.64066666666668,12.522217705713885,35.12711284219588,40.70155860604972,214.22486854986775,2026-06-25 00:07:35.649570,0.6300000000000001,0.22000000000000003,6.153633111745667,11.441061541068594,-34.54227816666667,17.680580166666665
