PRES (dbar),TEMP (°C),SAL (psu),COND (mS/cm),OXY (µmol/L),TIME,FLUO (ug/L),TURB (NTU),PH,NO3 (µmol/L),LAT (°N),LON (°E)
4.0472631578947365,18.856243713580863,35.42963144948721,47.272617800334295,222.01064326280226,2026-06-25 04:18:47.725657,0.708,0.22599999999999998,6.295176373968421,2.208643858244552,-34.63892533333333,17.49377683333333
3.8514074074074074,18.8559262926892,35.42950064475928,47.27249607355512,221.79749851082465,2026-06-25 04:18:47.775255,0.708,0.22507407407407404,6.295174202548359,2.2815583094241716,-34.63892533333333,17.49377683333333
3.6352903225806443,18.85616179981103,35.42950064475928,47.27318694606557,221.78687030411191,2026-06-25 04:18:48.068607,0.708,0.22675576036866346,6.295179414157126,2.061236657158377,-34.63892533333333,17.49377683333333
4.256,18.856074781269665,35.429633210849985,47.27338525836223,222.13682948421695,2026-06-25 04:18:48.520563,0.708,0.22617391304347828,6.295175918593552,2.130933950594652,-34.63892533333333,17.49377683333333
3.2516086956521737,18.856795290182447,35.42956182059484,47.27288372267331,222.12242923763603,2026-06-25 04:18:49.466279,0.708,0.2265852842809364,6.295176911527058,2.1581315293447476,-34.63892533333333,17.49377683333333
3.4354705882352943,18.856143060985957,35.42956182059484,47.27268975809285,221.79101975959003,2026-06-25 04:18:50.036974,0.708,0.2243058823529411,6.295175129656365,2.1137344216849745,-34.63892533333333,17.49377683333333
3.0519166666666666,18.85685263758153,35.42956182059484,47.27266010268256,221.77698332880743,2026-06-25 04:18:50.073730,0.7020000000000002,0.22599999999999998,6.2951801825765,2.2694867239539356,-34.63892533333333,17.49377683333333
4.4155999999999995,18.856043587620075,35.42985331981659,47.2739250764096,222.13836398135834,2026-06-25 04:18:50.188700,0.7045600000000002,0.22599999999999998,6.295175852822684,2.082473456657078,-34.63892533333333,17.49377683333333
4.66225,18.856738455755487,35.43021449843157,47.27549178495129,222.03615095067462,2026-06-25 04:18:52.335640,0.7038050847457628,0.22599999999999998,6.295175498816785,2.3048819788744557,-34.63892533333333,17.49377683333333
4.805666666666667,18.85750031063898,35.430265288826895,47.2763050869327,221.8558019654527,2026-06-25 04:18:52.464773,0.708,0.22799999999999998,6.295173880613026,2.336400945273396,-34.63892533333333,17.49377683333333
5.047,18.858720656662285,35.43033656502025,47.2772885404524,221.95729135180795,2026-06-25 04:18:52.648059,0.708,0.22799999999999998,6.295180326241337,2.1773724610897984,-34.63892533333333,17.49377683333333
5.2765,18.859290388291633,35.43039936565192,47.277653868455914,221.78694939593402,2026-06-25 04:18:52.810516,0.708,0.22799999999999998,6.295180990012524,2.0976798330550164,-34.63892533333333,17.49377683333333
5.439400000000001,18.85897083726021,35.43045255378443,47.2775589514237,221.77760658887587,2026-06-25 04:18:52.947980,0.708,0.22799999999999998,6.295189498183498,2.1369214043345557,-34.63892533333333,17.49377683333333
5.643000000000001,18.857735910793885,35.43056973956703,47.27744079586366,221.80147158208678,2026-06-25 04:18:53.247902,0.708,0.22799999999999998,6.295177751626482,2.18596734609339,-34.63892533333333,17.49377683333333
5.842666666666666,18.85764672972378,35.430596386625346,47.27755511362329,221.79846888806816,2026-06-25 04:18:53.314552,0.708,0.22799999999999998,6.295181466044517,2.144781890333108,-34.63892533333333,17.49377683333333
6.058,18.857682810462926,35.43066031690609,47.2779209430289,221.9747702420622,2026-06-25 04:18:53.472844,0.708,0.22799999999999998,6.29517791254146,2.0931042487663074,-34.63892533333333,17.49377683333333
6.19,18.85792406248035,35.43070173323056,47.278192715457195,221.80403836243494,2026-06-25 04:18:53.572818,0.708,0.22799999999999998,6.295179119379,2.0614256944931597,-34.63892533333333,17.49377683333333
6.4194,18.858327067801287,35.430772142412025,47.27857188110745,221.8008238932255,2026-06-25 04:18:53.737775,0.708,0.22799999999999998,6.295181733554543,2.00637220699119,-34.63892533333333,17.49377683333333
6.644500000000001,18.858657076807347,35.430854076947135,47.278959499152435,221.80363143827924,2026-06-25 04:18:53.922726,0.708,0.22699999999999998,6.2951803262496036,2.016758690944596,-34.63892533333333,17.49377683333333
7.017,18.858737669674802,35.430888604805176,47.27908030316816,221.80351881306612,2026-06-25 04:18:53.997707,0.708,0.22799999999999998,6.295182739941215,2.0574006401742473,-34.63892533333333,17.49377683333333
7.174199999999999,18.858881360314783,35.43096548184805,47.27920247971923,221.8040793738028,2026-06-25 04:18:54.157665,0.708,0.22599999999999998,6.2951829627419915,2.0745520882786797,-34.63892533333333,17.49377683333333
7.4305,18.85892875931224,35.43103500665488,47.279334382509774,221.8066812376736,2026-06-25 04:18:54.297629,0.708,0.22699999999999998,6.295182739932949,2.102515931466759,-34.63892533333333,17.49377683333333
7.59,18.858847508048797,35.43109983615693,47.279580545715575,221.80506150862385,2026-06-25 04:18:54.422596,0.708,0.22699999999999998,6.2951851536080285,2.143114419607561,-34.63892533333333,17.49377683333333
7.7775,18.858811493660568,35.43115362209649,47.27986675335771,221.8122215796429,2026-06-25 04:18:54.522570,0.711,0.22599999999999998,6.295181533095409,2.19199836539798,-34.63892533333333,17.49377683333333
7.975,18.858887744730207,35.43122308182284,47.280300456767165,221.8085917829571,2026-06-25 04:18:54.647537,0.708,0.22599999999999998,6.295185153616295,2.243489454963888,-34.63892533333333,17.49377683333333
8.227,18.859004384780576,35.431266635388006,47.28047156130976,221.81404737608628,2026-06-25 04:18:54.722518,0.708,0.22599999999999998,6.295182739924683,2.309189478106212,-34.63892533333333,17.49377683333333
8.48,18.85910583545566,35.43130979607432,47.28067620198432,221.81610752022775,2026-06-25 04:18:54.797498,0.708,0.22599999999999998,6.295182739941215,2.3589838950253745,-34.63892533333333,17.49377683333333
8.76,18.859316921491295,35.43141534280465,47.28068845672369,221.81096571787148,2026-06-25 04:18:54.897472,0.708,0.22599999999999998,6.2951875672748425,2.405512752503987,-34.63892533333333,17.49377683333333
8.659,18.85954237159286,35.431369535709266,47.280622700023216,221.81775424372492,2026-06-25 04:18:54.972453,0.708,0.22599999999999998,6.295181533095409,2.3887291289134875,-34.63892533333333,17.49377683333333
9.071,18.85998786526777,35.43150403512021,47.28064900000897,221.81462340884988,2026-06-25 04:18:55.114082,0.708,0.22599999999999998,6.296412580145927,2.4571930192034457,-34.63892533333333,17.49377683333333
9.2925,18.860215536512037,35.43155713206136,47.28080109745156,221.8158733614826,2026-06-25 04:18:55.197394,0.708,0.22599999999999998,6.29704776574525,2.494000668958848,-34.63892533333333,17.49377683333333
9.373,18.860461297026188,35.431621770195676,47.28114129078178,221.8121110752578,2026-06-25 04:18:55.297368,0.708,0.22599999999999998,6.298912791549288,2.4712494482528484,-34.63892533333333,17.49377683333333
9.716000000000001,18.860679968787018,35.43167091808155,47.28147756917717,221.81631563775528,2026-06-25 04:18:55.372348,0.708,0.22599999999999998,6.295186360445569,2.369375559429948,-34.63892533333333,17.49377683333333
9.900500000000001,18.86104724406242,35.43175357047883,47.28204759896305,221.82000751592219,2026-06-25 04:18:55.497316,0.708,0.22599999999999998,6.295183946778755,2.3145775055295834,-34.63892533333333,17.49377683333333
